file,n,m,FVS_size,runtime,validity
grid_001122.txt,20,31,5,0.003987,True
grid_001124.txt,30,49,8,0.298792,True
grid_001126.txt,15,22,3,0.001195,True
grid_001128.txt,20,31,5,0.005391,True
grid_001130.txt,9,12,2,0.000548,True
grid_001132.txt,12,17,3,0.000861,True
grid_001134.txt,24,38,6,0.021998,True
grid_001136.txt,9,12,2,0.000498,True
grid_001138.txt,30,49,8,0.29661,True
grid_001140.txt,20,31,5,0.004067,True
grid_001142.txt,24,38,6,0.02152,True
grid_001144.txt,15,22,3,0.001144,True
grid_001146.txt,18,27,4,0.001782,True
grid_001148.txt,18,27,4,0.00185,True
grid_001150.txt,20,31,5,0.00413,True
grid_001152.txt,30,49,8,0.295872,True
grid_001154.txt,9,12,2,0.000575,True
grid_001156.txt,20,31,5,0.003967,True
grid_001158.txt,16,24,4,0.001566,True
grid_001160.txt,30,49,8,0.299634,True
grid_001162.txt,24,38,6,0.02139,True
grid_001164.txt,9,12,2,0.00066,True
grid_001166.txt,12,17,3,0.000831,True
grid_001168.txt,20,31,5,0.003868,True
grid_001170.txt,12,17,3,0.000847,True
grid_001172.txt,20,31,5,0.004789,True
grid_001174.txt,20,31,5,0.003992,True
grid_001176.txt,12,17,3,0.00086,True
grid_001178.txt,20,31,5,0.00465,True
grid_001180.txt,18,27,4,0.001896,True
grid_001182.txt,15,22,3,0.001069,True
grid_001184.txt,30,49,8,0.296255,True
grid_001186.txt,18,27,4,0.001901,True
grid_001188.txt,15,22,3,0.00114,True
grid_001190.txt,15,22,3,0.001128,True
grid_001192.txt,16,24,4,0.001617,True
grid_001194.txt,15,22,3,0.00166,True
grid_001196.txt,25,40,6,0.027312,True
grid_001198.txt,30,49,8,0.300501,True
grid_001200.txt,12,17,3,0.000801,True
grid_001202.txt,20,31,5,0.004569,True
grid_001204.txt,30,49,8,0.298414,True
grid_001206.txt,20,31,5,0.003923,True
grid_001208.txt,24,38,6,0.020563,True
grid_001210.txt,20,31,5,0.003969,True
grid_001212.txt,30,49,8,0.291689,True
grid_001214.txt,16,24,4,0.0016,True
grid_001216.txt,12,17,3,0.000818,True
grid_001218.txt,18,27,4,0.0018,True
grid_001220.txt,9,12,2,0.000502,True
grid_001222.txt,25,40,6,0.025805,True
grid_001224.txt,18,27,4,0.001796,True
grid_001226.txt,15,22,3,0.001595,True
grid_001228.txt,24,38,6,0.020577,True
grid_001230.txt,30,49,8,0.297587,True
grid_001232.txt,18,27,4,0.001848,True
grid_001234.txt,12,17,3,0.000966,True
grid_001236.txt,30,49,8,0.293089,True
grid_001238.txt,20,31,5,0.004773,True
grid_001240.txt,18,27,4,0.002007,True
grid_001242.txt,20,31,5,0.004637,True
grid_001244.txt,24,38,6,0.020468,True
grid_001246.txt,20,31,5,0.004314,True
grid_001248.txt,9,12,2,0.000505,True
grid_001250.txt,20,31,5,0.005301,True
grid_001252.txt,12,17,3,0.000862,True
grid_001254.txt,20,31,5,0.004822,True
grid_001256.txt,24,38,6,0.021383,True
grid_001258.txt,9,12,2,0.000562,True
grid_001260.txt,18,27,4,0.001911,True
grid_001262.txt,12,17,3,0.000778,True
